1,0.010,0.052,0.400,0.150,0.000,0.000,0.000,0.000,0.000,0.000
1,0.111,0.086,0.100,0.149,0.000,0.001,0.001,0.002,0.000,0.004
0,0.081,0.224,0.200,0.172,0.002,0.001,0.001,0.002,0.002,0.009
0,0.040,0.276,0.200,0.188,0.002,0.001,0.001,0.002,0.003,0.002
0,0.040,0.621,0.100,0.154,0.002,0.022,0.011,0.014,0.002,0.001
0,0.040,0.276,0.200,0.204,0.003,0.001,0.001,0.002,0.002,0.002
0,0.495,0.138,0.200,0.472,0.063,0.024,0.042,0.033,0.032,0.026
0,0.091,0.034,0.200,0.157,0.000,0.000,0.000,0.001,0.004,0.003
0,0.131,0.121,0.200,0.157,0.004,0.000,0.000,0.002,0.002,0.002
0,0.010,0.241,0.000,0.147,0.000,0.000,0.000,0.021,0.003,0.000
0,0.192,0.224,0.200,0.156,0.003,0.000,0.000,0.000,0.009,0.000
0,0.253,0.517,0.100,0.157,0.025,0.006,0.010,0.036,0.000,0.007
0,0.626,0.345,0.100,0.157,0.001,0.004,0.007,0.010,0.007,0.000
1,0.061,0.155,0.300,0.205,0.004,0.000,0.003,0.005,0.004,0.000
0,0.242,0.138,0.200,0.209,0.003,0.002,0.003,0.005,0.007,0.006
0,0.040,0.034,0.300,0.191,0.000,0.001,0.001,0.002,0.003,0.002
1,0.010,0.052,0.200,0.160,0.004,0.000,0.002,0.000,0.004,0.000
0,0.313,0.483,0.200,0.371,0.012,0.006,0.085,0.032,0.459,0.095
0,0.354,0.483,0.300,0.147,0.000,0.000,0.000,0.000,0.000,0.000
0,0.172,0.138,0.300,0.147,0.000,0.000,0.000,0.000,0.000,0.000
0,0.121,0.310,0.200,0.180,0.003,0.001,0.001,0.003,0.002,0.064
1,0.111,0.310,0.100,0.147,0.000,0.000,0.000,0.001,0.001,0.000
1,0.061,0.086,0.400,0.183,0.002,0.002,0.000,0.006,0.000,0.003
1,0.444,0.328,0.000,0.151,0.022,0.001,0.001,0.000,0.000,0.002
0,0.081,0.034,0.200,0.151,0.007,0.000,0.006,0.002,0.005,0.004
0,0.040,0.034,0.200,0.189,0.002,0.001,0.001,0.002,0.002,0.002
1,0.051,0.103,0.300,0.146,0.000,0.001,0.000,0.001,0.000,0.002
0,0.040,0.155,0.200,0.166,0.001,0.001,0.001,0.002,0.002,0.002
0,0.040,0.448,0.100,0.147,0.004,0.002,0.002,0.049,0.001,0.000
0,0.040,0.086,0.200,0.160,0.002,0.001,0.001,0.002,0.004,0.000
0,0.222,0.103,0.100,0.161,0.020,0.008,0.017,0.023,0.087,0.000
1,0.040,0.207,0.400,0.174,0.002,0.001,0.001,0.002,0.002,0.001
0,0.091,0.190,0.200,0.229,0.003,0.002,0.004,0.005,0.008,0.005
0,0.495,0.569,0.000,0.156,0.005,0.014,0.008,0.115,0.002,0.098
0,0.495,0.638,0.000,0.159,0.006,0.019,0.004,0.000,0.012,0.001
0,0.152,0.155,0.100,0.173,0.000,0.000,0.000,0.001,0.002,0.000
0,0.273,0.328,0.200,0.312,0.009,0.005,0.007,0.010,0.015,0.013
0,0.051,0.017,0.200,0.160,0.002,0.001,0.002,0.000,0.112,0.001
1,0.040,0.069,0.300,0.147,0.001,0.000,0.000,0.000,0.000,0.000
0,0.273,0.172,0.100,0.147,0.010,0.000,0.011,0.013,0.022,0.001
0,0.354,0.207,0.200,0.340,0.011,0.004,0.007,0.304,0.066,0.008
0,0.061,0.069,0.200,0.206,0.003,0.003,0.005,0.004,0.007,0.005
0,0.000,0.017,0.200,0.148,0.002,0.002,0.001,0.000,0.002,0.001
0,0.131,0.276,0.200,0.199,0.003,0.002,0.003,0.006,0.009,0.006
0,0.030,0.155,0.200,0.163,0.003,0.003,0.000,0.003,0.007,0.000
1,0.202,0.138,0.000,0.147,0.000,0.000,0.000,0.000,0.000,0.000
1,0.010,0.017,0.200,0.159,0.003,0.000,0.019,0.001,0.000,0.000
1,0.141,0.431,0.200,0.150,0.001,0.001,0.000,0.000,0.000,0.000
0,0.374,0.190,0.100,0.166,0.025,0.009,0.028,0.019,0.028,0.016
0,0.010,0.052,0.200,0.162,0.002,0.001,0.001,0.001,0.002,0.002
1,0.061,0.362,0.300,0.179,0.000,0.002,0.002,0.000,0.004,0.003
0,0.091,0.379,0.200,0.201,0.002,0.001,0.002,0.003,0.004,0.002
0,0.303,0.483,0.000,0.158,0.009,0.005,0.012,0.006,0.001,0.000
0,0.172,0.069,0.300,0.183,0.001,0.001,0.002,0.003,0.004,0.003
0,0.141,0.138,0.400,0.187,0.002,0.001,0.001,0.002,0.005,0.009
0,0.495,0.414,0.000,0.148,0.004,0.000,0.000,0.000,0.006,0.000
0,0.172,0.224,0.200,0.161,0.010,0.001,0.008,0.001,0.021,0.004
0,0.172,0.224,0.200,0.302,0.009,0.004,0.006,0.008,0.011,0.007
0,0.192,0.224,0.100,0.148,0.000,0.000,0.001,0.000,0.003,0.000
0,0.394,0.138,0.200,0.501,0.019,0.009,0.033,0.019,0.028,0.044
1,0.495,0.121,0.200,0.167,0.002,0.001,0.001,0.002,0.005,0.004
0,0.061,0.310,0.200,0.209,0.005,0.001,0.001,0.003,0.007,0.000
1,0.040,0.138,0.400,0.169,0.000,0.002,0.000,0.004,0.003,0.000
1,0.040,0.431,0.200,0.172,0.001,0.000,0.000,0.000,0.000,0.000
0,0.121,0.517,0.100,0.147,0.000,0.000,0.000,0.004,0.000,0.000
1,0.192,0.621,0.000,0.281,0.000,0.000,0.009,0.000,0.000,0.002
1,0.000,0.603,0.400,0.148,0.003,0.000,0.000,0.000,0.000,0.000
0,0.202,0.155,0.400,0.147,0.000,0.001,0.003,0.000,0.010,0.002
0,0.121,0.138,0.300,0.146,0.000,0.000,0.023,0.000,0.017,0.026
0,0.010,0.017,0.400,0.163,0.000,0.001,0.001,0.001,0.002,0.000
0,0.071,0.172,0.100,0.147,0.000,0.000,0.000,0.001,0.001,0.001
1,0.313,0.138,0.400,0.198,0.003,0.001,0.000,0.008,0.006,0.003
0,0.192,0.190,0.100,0.155,0.007,0.000,0.010,0.000,0.007,0.003
0,0.283,0.276,0.300,0.147,0.000,0.002,0.000,0.004,0.000,0.000
0,0.333,0.190,0.100,0.149,0.007,0.014,0.005,0.130,0.061,0.004
0,0.010,0.052,0.200,0.159,0.003,0.000,0.001,0.001,0.004,0.000
0,0.040,0.069,0.100,0.184,0.002,0.001,0.000,0.001,0.002,0.002
0,0.293,0.414,0.100,0.147,0.000,0.000,0.000,0.000,0.001,0.001
1,0.020,0.017,0.200,0.172,0.002,0.001,0.001,0.005,0.004,0.000
1,0.232,0.397,0.300,0.147,0.000,0.000,0.000,0.000,0.000,0.000
0,0.465,0.207,0.200,0.293,0.007,0.004,0.003,0.002,0.002,0.006
0,0.354,0.086,0.200,0.167,0.005,0.002,0.003,0.237,0.000,0.006
1,0.051,0.155,0.200,0.170,0.002,0.001,0.001,0.001,0.003,0.000
0,0.394,0.397,0.200,0.263,0.012,0.000,0.003,0.005,0.008,0.005
0,0.040,0.483,0.200,0.190,0.002,0.001,0.001,0.001,0.002,0.002
0,0.152,0.207,0.200,0.262,0.005,0.002,0.089,0.007,0.011,0.009
1,0.354,0.414,0.100,0.147,0.001,0.000,0.000,0.001,0.001,0.001
0,0.152,0.190,0.200,0.150,0.001,0.001,0.002,0.000,0.002,0.004
0,0.121,0.241,0.200,0.218,0.046,0.003,0.001,0.011,0.003,0.004
0,0.010,0.397,0.400,0.154,0.000,0.001,0.001,0.003,0.000,0.003
1,0.192,0.552,0.400,0.269,0.007,0.003,0.006,0.009,0.012,0.009
0,0.273,0.310,0.100,0.153,0.000,0.002,0.000,0.000,0.000,0.000
0,0.091,0.103,0.000,0.145,0.009,0.000,0.000,0.000,0.000,0.000
0,0.152,0.276,0.100,0.147,0.002,0.000,0.001,0.000,0.000,0.015
0,0.051,0.034,0.200,0.187,0.002,0.001,0.001,0.001,0.002,0.002
0,0.081,0.241,0.200,0.221,0.004,0.002,0.001,0.002,0.003,0.002
0,0.354,0.379,0.100,0.150,0.010,0.002,0.014,0.043,0.000,0.130
0,0.141,0.103,0.200,0.223,0.005,0.006,0.004,0.007,0.004,0.002
0,0.040,0.017,0.200,0.163,0.002,0.001,0.000,0.000,0.001,0.000
1,0.010,0.293,0.200,0.162,0.002,0.001,0.001,0.003,0.000,0.000
0,0.131,0.190,0.000,0.147,0.012,0.001,0.000,0.000,0.003,0.000
0,0.374,0.155,0.000,0.146,0.000,0.020,0.001,0.002,0.003,0.009
